Protein	CTRL.28.4.1	CTRL.30.1.1	CTRL.30.5.1	CTRL.30.7.1	CTRL.39.2.1	CTRL.39.3.1	CTRL.39.6.1	CTRL.39.12.1	CTRL.39.13.1	BOS.39.13.2	BOS.42.10.2	BOS.42.11.2	CTRL.28.4.1.Norm	CTRL.30.1.1.Norm	CTRL.30.5.1.Norm	CTRL.30.7.1.Norm	CTRL.39.2.1.Norm	CTRL.39.3.1.Norm	CTRL.39.6.1.Norm	CTRL.39.12.1.Norm	CTRL.39.13.1.Norm	BOS.39.13.2.Norm	BOS.42.10.2.Norm	BOS.42.11.2.Norm
SH319_HUMAN	1	0	0	1	1	2	1	0	0	1	0	0	31.9542147581809	0	0	40.988088995534	20.2683540881614	63.2341191332732	40.9653651277727	0	0	39.1279954621294	0	0
SH3BG_HUMAN	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	39.1279954621294	0	0
SH3G1_HUMAN	4	6	6	2	8	3	2	1	5	3	5	2	127.816859032724	216.23017788462	229.626869247539	81.976177991068	162.146832705291	94.8511786999098	81.9307302555453	42.1634553341846	204.706814345689	117.383986386388	232.595033697647	72.5953599288299
SH3K1_HUMAN	1	1	1	0	2	1	1	0	1	0	1	2	31.9542147581809	36.0383629807699	38.2711448745898	0	40.5367081763228	31.6170595666366	40.9653651277727	0	40.9413628691379	0	46.5190067395295	72.5953599288299
SH3L1_HUMAN	8	7	9	8	21	10	7	8	9	12	7	12	255.633718065447	252.26854086539	344.440303871308	327.904711964272	425.63543585139	316.170595666366	286.757555894409	337.307642673477	368.472265822241	469.535945545553	325.633047176706	435.572159572979
SH3L3_HUMAN	5	7	3	3	8	7	2	4	5	6	3	6	159.771073790904	252.26854086539	114.813434623769	122.964266986602	162.146832705291	221.319416966456	81.9307302555453	168.653821336738	204.706814345689	234.767972772777	139.557020218588	217.78607978649
SHAN3_HUMAN-DECOY	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.9653651277727	0	0	0	0	0
SHC1_HUMAN	0	0	0	2	2	1	2	0	0	1	0	0	0	0	0	81.976177991068	40.5367081763228	31.6170595666366	81.9307302555453	0	0	39.1279954621294	0	0
SHC1_HUMAN-DECOY	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	163.861460511091	0	0	0	0	0
SHLB1_HUMAN	3	4	3	4	12	4	3	6	3	5	3	3	95.8626442745427	144.15345192308	114.813434623769	163.952355982136	243.220249057937	126.468238266546	122.896095383318	252.980732005107	122.824088607414	195.639977310647	139.557020218588	108.893039893245
SHLB2_HUMAN	6	2	2	5	8	5	1	4	3	3	1	4	191.725288549085	72.0767259615399	76.5422897491795	204.94044497767	162.146832705291	158.085297833183	40.9653651277727	168.653821336738	122.824088607414	117.383986386388	46.5190067395295	145.19071985766
SHOC2_HUMAN	3	2	2	0	1	3	2	0	1	0	0	0	95.8626442745427	72.0767259615399	76.5422897491795	0	20.2683540881614	94.8511786999098	81.9307302555453	0	40.9413628691379	0	0	0
SHPK_HUMAN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20.2683540881614	0	0	0	0	0	0	0
SHPS1_HUMAN	4	4	2	4	10	4	2	0	0	0	2	2	127.816859032724	144.15345192308	76.5422897491795	163.952355982136	202.683540881614	126.468238266546	81.9307302555453	0	0	0	93.038013479059	72.5953599288299
SHRPN_HUMAN	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36.2976799644149
SHSA4_HUMAN	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	39.1279954621294	46.5190067395295	0
SIAE_HUMAN	5	2	4	5	10	4	3	1	0	3	1	2	159.771073790904	72.0767259615399	153.084579498359	204.94044497767	202.683540881614	126.468238266546	122.896095383318	42.1634553341846	0	117.383986386388	46.5190067395295	72.5953599288299
SIAS_HUMAN	6	6	5	3	10	5	5	4	6	8	5	6	191.725288549085	216.23017788462	191.355724372949	122.964266986602	202.683540881614	158.085297833183	204.826825638863	168.653821336738	245.648177214827	313.023963697036	232.595033697647	217.78607978649
SIDT2_HUMAN	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	40.9413628691379	0	0	36.2976799644149
SIL1_HUMAN	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	20.2683540881614	0	40.9653651277727	0	40.9413628691379	0	0	36.2976799644149
SIR2_HUMAN	1	0	1	1	1	1	0	0	0	0	1	0	31.9542147581809	0	38.2711448745898	40.988088995534	20.2683540881614	31.6170595666366	0	0	0	0	46.5190067395295	0
SIR5_HUMAN	1	0	1	0	2	1	0	0	0	0	0	0	31.9542147581809	0	38.2711448745898	0	40.5367081763228	31.6170595666366	0	0	0	0	0	0
SIRB1_HUMAN	2	0	0	0	0	0	0	0	0	1	0	0	63.9084295163618	0	0	0	0	0	0	0	0	39.1279954621294	0	0
SIRBL_HUMAN	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42.1634553341846	0	0	0	0
SK2L2_HUMAN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20.2683540881614	0	0	0	0	0	0	0
SKP1_HUMAN	3	2	3	4	9	4	4	4	2	4	4	1	95.8626442745427	72.0767259615399	114.813434623769	163.952355982136	182.415186793453	126.468238266546	163.861460511091	168.653821336738	81.8827257382758	156.511981848518	186.076026958118	36.2976799644149
SLAI2_HUMAN	1	3	0	2	2	0	0	0	1	1	1	2	31.9542147581809	108.11508894231	0	81.976177991068	40.5367081763228	0	0	0	40.9413628691379	39.1279954621294	46.5190067395295	72.5953599288299
SLFN5_HUMAN	0	2	2	2	0	1	0	3	0	0	0	0	0	72.0767259615399	76.5422897491795	81.976177991068	0	31.6170595666366	0	126.490366002554	0	0	0	0
SLIRP_HUMAN	4	2	1	1	6	3	0	2	1	3	1	2	127.816859032724	72.0767259615399	38.2711448745898	40.988088995534	121.610124528968	94.8511786999098	0	84.3269106683691	40.9413628691379	117.383986386388	46.5190067395295	72.5953599288299
SLIT2_HUMAN	1	1	0	0	0	1	0	0	0	0	0	1	31.9542147581809	36.0383629807699	0	0	0	31.6170595666366	0	0	0	0	0	36.2976799644149
SLIT3_HUMAN	10	6	7	8	5	9	4	1	3	5	4	8	319.542147581809	216.23017788462	267.898014122128	327.904711964272	101.341770440807	284.553536099729	163.861460511091	42.1634553341846	122.824088607414	195.639977310647	186.076026958118	290.381439715319
SLK_HUMAN	4	0	2	1	6	4	2	0	1	1	0	0	127.816859032724	0	76.5422897491795	40.988088995534	121.610124528968	126.468238266546	81.9307302555453	0	40.9413628691379	39.1279954621294	0	0
SLMAP_HUMAN	1	0	0	0	3	2	2	1	1	1	0	0	31.9542147581809	0	0	0	60.8050622644842	63.2341191332732	81.9307302555453	42.1634553341846	40.9413628691379	39.1279954621294	0	0
SLTM_HUMAN	1	1	1	1	2	1	1	2	1	4	3	3	31.9542147581809	36.0383629807699	38.2711448745898	40.988088995534	40.5367081763228	31.6170595666366	40.9653651277727	84.3269106683691	40.9413628691379	156.511981848518	139.557020218588	108.893039893245
SLX4_HUMAN	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.9653651277727	0	0	0	0	0
SMAD2_HUMAN	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	81.976177991068	0	0	0	0	0	0	0	0
SMAD3_HUMAN	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	20.2683540881614	0	0	0	81.8827257382758	0	0	0
SMAD4_HUMAN	3	3	0	0	1	4	1	0	1	0	0	0	95.8626442745427	108.11508894231	0	0	20.2683540881614	126.468238266546	40.9653651277727	0	40.9413628691379	0	0	0
SMAD5_HUMAN	0	0	1	0	0	0	0	0	0	0	0	0	0	0	38.2711448745898	0	0	0	0	0	0	0	0	0
SMAD9_HUMAN	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	31.6170595666366	0	42.1634553341846	0	0	0	0
SMAG1_HUMAN	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.988088995534	0	0	0	0	0	0	0	0
SMAP_HUMAN	2	1	1	1	1	0	0	0	0	1	0	0	63.9084295163618	36.0383629807699	38.2711448745898	40.988088995534	20.2683540881614	0	0	0	0	39.1279954621294	0	0
SMAP1_HUMAN	0	1	1	1	3	1	0	0	0	0	0	1	0	36.0383629807699	38.2711448745898	40.988088995534	60.8050622644842	31.6170595666366	0	0	0	0	0	36.2976799644149
SMAP2_HUMAN	0	0	1	0	0	0	1	0	0	0	1	1	0	0	38.2711448745898	0	0	0	40.9653651277727	0	0	0	46.5190067395295	36.2976799644149
SMC1A_HUMAN	1	2	1	0	2	1	2	1	0	0	0	0	31.9542147581809	72.0767259615399	38.2711448745898	0	40.5367081763228	31.6170595666366	81.9307302555453	42.1634553341846	0	0	0	0
SMC3_HUMAN	2	1	1	1	2	1	2	0	0	0	0	0	63.9084295163618	36.0383629807699	38.2711448745898	40.988088995534	40.5367081763228	31.6170595666366	81.9307302555453	0	0	0	0	0
SMCA1_HUMAN	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	40.988088995534	0	94.8511786999098	40.9653651277727	0	0	0	0	0
SMCA5_HUMAN	1	1	0	0	0	0	0	0	0	0	0	0	31.9542147581809	36.0383629807699	0	0	0	0	0	0	0	0	0	0
SMCE1_HUMAN	2	0	0	0	2	0	0	0	1	0	1	1	63.9084295163618	0	0	0	40.5367081763228	0	0	0	40.9413628691379	0	46.5190067395295	36.2976799644149
SMD1_HUMAN	7	2	2	2	7	6	2	2	4	3	3	4	223.679503307266	72.0767259615399	76.5422897491795	81.976177991068	141.87847861713	189.70235739982	81.9307302555453	84.3269106683691	163.765451476552	117.383986386388	139.557020218588	145.19071985766
SMD2_HUMAN	2	1	2	2	6	4	1	1	2	2	2	4	63.9084295163618	36.0383629807699	76.5422897491795	81.976177991068	121.610124528968	126.468238266546	40.9653651277727	42.1634553341846	81.8827257382758	78.2559909242589	93.038013479059	145.19071985766
SMD3_HUMAN	4	4	3	4	7	5	2	3	1	5	4	5	127.816859032724	144.15345192308	114.813434623769	163.952355982136	141.87847861713	158.085297833183	81.9307302555453	126.490366002554	40.9413628691379	195.639977310647	186.076026958118	181.488399822075
SMG8_HUMAN	1	1	0	1	0	0	0	0	0	0	0	0	31.9542147581809	36.0383629807699	0	40.988088995534	0	0	0	0	0	0	0	0
SMG9_HUMAN	0	1	0	1	1	0	0	0	0	0	0	0	0	36.0383629807699	0	40.988088995534	20.2683540881614	0	0	0	0	0	0	0
SMN_HUMAN	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	31.6170595666366	0	0	40.9413628691379	39.1279954621294	0	36.2976799644149
SMRC1_HUMAN	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42.1634553341846	0	0	0	0
SMRC2_HUMAN	3	0	1	2	5	1	1	0	2	3	0	1	95.8626442745427	0	38.2711448745898	81.976177991068	101.341770440807	31.6170595666366	40.9653651277727	0	81.8827257382758	117.383986386388	0	36.2976799644149
SMRD3_HUMAN	1	0	0	0	0	0	0	0	1	0	0	0	31.9542147581809	0	0	0	0	0	0	0	40.9413628691379	0	0	0
SMTN_HUMAN	7	3	4	5	10	8	4	5	6	5	2	3	223.679503307266	108.11508894231	153.084579498359	204.94044497767	202.683540881614	252.936476533093	163.861460511091	210.817276670923	245.648177214827	195.639977310647	93.038013479059	108.893039893245
SMU1_HUMAN	1	1	1	1	2	1	1	1	0	0	0	0	31.9542147581809	36.0383629807699	38.2711448745898	40.988088995534	40.5367081763228	31.6170595666366	40.9653651277727	42.1634553341846	0	0	0	0
SMUF2_HUMAN	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.9653651277727	0	0	0	0	0
SMYD3_HUMAN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31.6170595666366	0	0	0	0	0	0
SNAA_HUMAN	8	6	11	7	14	11	5	4	9	4	4	2	255.633718065447	216.23017788462	420.982593620487	286.916622968738	283.75695723426	347.787655233003	204.826825638863	168.653821336738	368.472265822241	156.511981848518	186.076026958118	72.5953599288299
SNAG_HUMAN	4	3	3	2	5	3	2	2	5	2	7	5	127.816859032724	108.11508894231	114.813434623769	81.976177991068	101.341770440807	94.8511786999098	81.9307302555453	84.3269106683691	204.706814345689	78.2559909242589	325.633047176706	181.488399822075
SNAPN_HUMAN	4	3	0	0	2	3	0	0	2	2	1	3	127.816859032724	108.11508894231	0	0	40.5367081763228	94.8511786999098	0	0	81.8827257382758	78.2559909242589	46.5190067395295	108.893039893245
SND1_HUMAN	22	29	19	25	43	34	21	35	32	18	12	12	702.99272467998	1045.11252644233	727.151752617205	1024.70222488835	871.53922579094	1074.98002526564	860.272667683226	1475.72093669646	1310.12361181241	704.30391831833	558.228080874354	435.572159572979
SNF8_HUMAN	3	3	1	2	2	2	1	2	2	0	1	0	95.8626442745427	108.11508894231	38.2711448745898	81.976177991068	40.5367081763228	63.2341191332732	40.9653651277727	84.3269106683691	81.8827257382758	0	46.5190067395295	0
SNG2_HUMAN	1	0	0	0	0	0	0	1	0	0	0	0	31.9542147581809	0	0	0	0	0	0	42.1634553341846	0	0	0	0
SNP23_HUMAN	1	1	3	2	0	2	1	2	1	1	1	0	31.9542147581809	36.0383629807699	114.813434623769	81.976177991068	0	63.2341191332732	40.9653651277727	84.3269106683691	40.9413628691379	39.1279954621294	46.5190067395295	0
SNP29_HUMAN	3	1	2	1	2	3	1	0	1	1	1	3	95.8626442745427	36.0383629807699	76.5422897491795	40.988088995534	40.5367081763228	94.8511786999098	40.9653651277727	0	40.9413628691379	39.1279954621294	46.5190067395295	108.893039893245
SNR40_HUMAN	2	1	0	1	1	1	2	0	1	1	0	1	63.9084295163618	36.0383629807699	0	40.988088995534	20.2683540881614	31.6170595666366	81.9307302555453	0	40.9413628691379	39.1279954621294	0	36.2976799644149
SNRPA_HUMAN	3	3	2	2	4	2	2	1	1	3	0	2	95.8626442745427	108.11508894231	76.5422897491795	81.976177991068	81.0734163526456	63.2341191332732	81.9307302555453	42.1634553341846	40.9413628691379	117.383986386388	0	72.5953599288299
SNTB1_HUMAN	8	8	10	8	13	8	8	8	6	4	7	5	255.633718065447	288.30690384616	382.711448745898	327.904711964272	263.488603146098	252.936476533093	327.722921022181	337.307642673477	245.648177214827	156.511981848518	325.633047176706	181.488399822075
SNTB2_HUMAN	2	3	3	6	8	5	4	4	6	1	3	2	63.9084295163618	108.11508894231	114.813434623769	245.928533973204	162.146832705291	158.085297833183	163.861460511091	168.653821336738	245.648177214827	39.1279954621294	139.557020218588	72.5953599288299
SNUT1_HUMAN	1	1	1	2	3	4	3	2	2	1	1	0	31.9542147581809	36.0383629807699	38.2711448745898	81.976177991068	60.8050622644842	126.468238266546	122.896095383318	84.3269106683691	81.8827257382758	39.1279954621294	46.5190067395295	0
SNUT2_HUMAN	0	0	2	0	0	1	0	0	0	0	0	0	0	0	76.5422897491795	0	0	31.6170595666366	0	0	0	0	0	0
SNW1_HUMAN	2	0	0	0	4	1	0	0	1	1	4	2	63.9084295163618	0	0	0	81.0734163526456	31.6170595666366	0	0	40.9413628691379	39.1279954621294	186.076026958118	72.5953599288299
SNX1_HUMAN	11	5	8	6	16	7	6	9	6	5	5	8	351.49636233999	180.19181490385	306.169158996718	245.928533973204	324.293665410582	221.319416966456	245.792190766636	379.471098007661	245.648177214827	195.639977310647	232.595033697647	290.381439715319
SNX12_HUMAN	6	4	6	3	3	5	4	2	4	6	3	7	191.725288549085	144.15345192308	229.626869247539	122.964266986602	60.8050622644842	158.085297833183	163.861460511091	84.3269106683691	163.765451476552	234.767972772777	139.557020218588	254.083759750905
SNX15_HUMAN	2	1	0	1	0	1	1	0	0	0	0	0	63.9084295163618	36.0383629807699	0	40.988088995534	0	31.6170595666366	40.9653651277727	0	0	0	0	0
SNX17_HUMAN	4	2	3	4	5	6	4	2	4	3	2	2	127.816859032724	72.0767259615399	114.813434623769	163.952355982136	101.341770440807	189.70235739982	163.861460511091	84.3269106683691	163.765451476552	117.383986386388	93.038013479059	72.5953599288299
SNX18_HUMAN	9	6	9	6	7	1	4	3	2	4	4	1	287.587932823628	216.23017788462	344.440303871308	245.928533973204	141.87847861713	31.6170595666366	163.861460511091	126.490366002554	81.8827257382758	156.511981848518	186.076026958118	36.2976799644149
SNX2_HUMAN	12	10	9	10	16	9	11	8	6	8	5	7	383.450577098171	360.383629807699	344.440303871308	409.88088995534	324.293665410582	284.553536099729	450.619016405499	337.307642673477	245.648177214827	313.023963697036	232.595033697647	254.083759750905
SNX21_HUMAN	1	0	0	0	0	0	0	0	1	0	0	0	31.9542147581809	0	0	0	0	0	0	0	40.9413628691379	0	0	0
SNX27_HUMAN	1	2	1	1	0	1	1	0	0	0	0	0	31.9542147581809	72.0767259615399	38.2711448745898	40.988088995534	0	31.6170595666366	40.9653651277727	0	0	0	0	0
SNX3_HUMAN	7	2	3	2	5	7	4	3	5	5	4	7	223.679503307266	72.0767259615399	114.813434623769	81.976177991068	101.341770440807	221.319416966456	163.861460511091	126.490366002554	204.706814345689	195.639977310647	186.076026958118	254.083759750905
SNX30_HUMAN	0	1	0	0	1	1	0	0	0	0	1	0	0	36.0383629807699	0	0	20.2683540881614	31.6170595666366	0	0	0	0	46.5190067395295	0
SNX33_HUMAN	2	1	0	0	0	1	0	0	0	0	0	0	63.9084295163618	36.0383629807699	0	0	0	31.6170595666366	0	0	0	0	0	0
SNX4_HUMAN	5	6	2	3	5	5	1	3	1	0	1	0	159.771073790904	216.23017788462	76.5422897491795	122.964266986602	101.341770440807	158.085297833183	40.9653651277727	126.490366002554	40.9413628691379	0	46.5190067395295	0
SNX5_HUMAN	4	3	3	2	4	5	2	2	3	0	1	2	127.816859032724	108.11508894231	114.813434623769	81.976177991068	81.0734163526456	158.085297833183	81.9307302555453	84.3269106683691	122.824088607414	0	46.5190067395295	72.5953599288299
SNX6_HUMAN	10	10	9	6	21	8	6	4	6	6	7	9	319.542147581809	360.383629807699	344.440303871308	245.928533973204	425.63543585139	252.936476533093	245.792190766636	168.653821336738	245.648177214827	234.767972772777	325.633047176706	326.679119679734
SNX8_HUMAN	1	1	0	0	0	1	0	0	0	0	0	0	31.9542147581809	36.0383629807699	0	0	0	31.6170595666366	0	0	0	0	0	0
SNX9_HUMAN	8	7	7	5	8	9	3	2	3	1	1	2	255.633718065447	252.26854086539	267.898014122128	204.94044497767	162.146832705291	284.553536099729	122.896095383318	84.3269106683691	122.824088607414	39.1279954621294	46.5190067395295	72.5953599288299
SODC_HUMAN	16	9	8	4	13	8	7	9	5	21	17	17	511.267436130894	324.34526682693	306.169158996718	163.952355982136	263.488603146098	252.936476533093	286.757555894409	379.471098007661	204.706814345689	821.687904704718	790.823114572001	617.060559395054
SODE_HUMAN	5	4	5	2	5	3	4	4	2	3	3	6	159.771073790904	144.15345192308	191.355724372949	81.976177991068	101.341770440807	94.8511786999098	163.861460511091	168.653821336738	81.8827257382758	117.383986386388	139.557020218588	217.78607978649
SODM_HUMAN	61	12	12	10	83	22	17	22	19	43	26	39	1949.20710024903	432.460355769239	459.253738495077	409.88088995534	1682.2733893174	695.575310466005	696.411207172135	927.59601735206	777.88589451362	1682.50380487157	1209.49417522777	1415.60951861218
SORCN_HUMAN	4	3	5	3	4	3	4	3	2	4	3	3	127.816859032724	108.11508894231	191.355724372949	122.964266986602	81.0734163526456	94.8511786999098	163.861460511091	126.490366002554	81.8827257382758	156.511981848518	139.557020218588	108.893039893245
SORT_HUMAN	0	1	0	0	1	2	0	0	0	0	0	0	0	36.0383629807699	0	0	20.2683540881614	63.2341191332732	0	0	0	0	0	0
SP100_HUMAN	2	2	0	1	4	1	0	1	2	2	0	1	63.9084295163618	72.0767259615399	0	40.988088995534	81.0734163526456	31.6170595666366	0	42.1634553341846	81.8827257382758	78.2559909242589	0	36.2976799644149
SP16H_HUMAN	1	1	1	2	0	0	0	0	1	0	2	0	31.9542147581809	36.0383629807699	38.2711448745898	81.976177991068	0	0	0	0	40.9413628691379	0	93.038013479059	0
SPAG7_HUMAN	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	20.2683540881614	0	0	0	0	39.1279954621294	0	0
SPAS2_HUMAN	0	0	1	0	1	0	0	0	0	0	0	0	0	0	38.2711448745898	0	20.2683540881614	0	0	0	0	0	0	0
SPAST_HUMAN	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	40.5367081763228	31.6170595666366	0	0	0	0	0	0
SPB1_HUMAN	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	40.988088995534	0	0	81.9307302555453	0	40.9413628691379	0	0	0
SPB12_HUMAN	1	0	0	0	0	0	1	0	0	1	0	1	31.9542147581809	0	0	0	0	0	40.9653651277727	0	0	39.1279954621294	0	36.2976799644149
SPB4_HUMAN	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	181.488399822075
SPB6_HUMAN	24	16	18	15	34	16	18	19	9	11	16	13	766.901154196341	576.613807692319	688.880607742616	614.82133493301	689.124038997488	505.872953066186	737.376572299908	801.105651349507	368.472265822241	430.407950083424	744.304107832472	471.869839537394
SPB8_HUMAN	4	5	3	3	6	5	4	2	1	2	3	3	127.816859032724	180.19181490385	114.813434623769	122.964266986602	121.610124528968	158.085297833183	163.861460511091	84.3269106683691	40.9413628691379	78.2559909242589	139.557020218588	108.893039893245
SPB9_HUMAN	4	0	0	3	0	0	0	0	0	0	0	0	127.816859032724	0	0	122.964266986602	0	0	0	0	0	0	0	0
SPCS1_HUMAN	2	2	2	0	5	3	2	0	1	2	1	2	63.9084295163618	72.0767259615399	76.5422897491795	0	101.341770440807	94.8511786999098	81.9307302555453	0	40.9413628691379	78.2559909242589	46.5190067395295	72.5953599288299
SPCS2_HUMAN	1	2	1	1	2	1	1	0	3	1	1	0	31.9542147581809	72.0767259615399	38.2711448745898	40.988088995534	40.5367081763228	31.6170595666366	40.9653651277727	0	122.824088607414	39.1279954621294	46.5190067395295	0
SPCS3_HUMAN	2	2	2	2	3	2	2	1	1	0	1	0	63.9084295163618	72.0767259615399	76.5422897491795	81.976177991068	60.8050622644842	63.2341191332732	81.9307302555453	42.1634553341846	40.9413628691379	0	46.5190067395295	0
SPD2A_HUMAN	2	5	2	3	4	11	2	2	2	2	0	5	63.9084295163618	180.19181490385	76.5422897491795	122.964266986602	81.0734163526456	347.787655233003	81.9307302555453	84.3269106683691	81.8827257382758	78.2559909242589	0	181.488399822075
SPEE_HUMAN	5	9	4	4	16	9	4	4	3	7	3	5	159.771073790904	324.34526682693	153.084579498359	163.952355982136	324.293665410582	284.553536099729	163.861460511091	168.653821336738	122.824088607414	273.895968234906	139.557020218588	181.488399822075
SPF27_HUMAN	3	2	0	0	1	2	1	1	1	1	2	2	95.8626442745427	72.0767259615399	0	0	20.2683540881614	63.2341191332732	40.9653651277727	42.1634553341846	40.9413628691379	39.1279954621294	93.038013479059	72.5953599288299
SPF30_HUMAN	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	20.2683540881614	0	0	0	0	39.1279954621294	46.5190067395295	0
SPF45_HUMAN	0	1	0	0	3	0	0	0	0	0	0	0	0	36.0383629807699	0	0	60.8050622644842	0	0	0	0	0	0	0
SPF45_HUMAN-DECOY	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.9653651277727	0	0	0	0	0
SPG20_HUMAN	4	4	3	2	4	5	2	3	5	8	6	7	127.816859032724	144.15345192308	114.813434623769	81.976177991068	81.0734163526456	158.085297833183	81.9307302555453	126.490366002554	204.706814345689	313.023963697036	279.114040437177	254.083759750905
SPG21_HUMAN	2	2	0	2	1	2	1	1	1	0	1	0	63.9084295163618	72.0767259615399	0	81.976177991068	20.2683540881614	63.2341191332732	40.9653651277727	42.1634553341846	40.9413628691379	0	46.5190067395295	0
SPHM_HUMAN	12	7	5	6	14	10	3	2	7	3	3	5	383.450577098171	252.26854086539	191.355724372949	245.928533973204	283.75695723426	316.170595666366	122.896095383318	84.3269106683691	286.589540083965	117.383986386388	139.557020218588	181.488399822075
SPIR1_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	31.9542147581809	0	0	0	0	0	0	0	0	0	0	0
SPN90_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	36.0383629807699	0	0	0	0	0	0	0	0	0	0
SPNS1_HUMAN	1	1	1	2	2	2	0	1	0	0	0	1	31.9542147581809	36.0383629807699	38.2711448745898	81.976177991068	40.5367081763228	63.2341191332732	0	42.1634553341846	0	0	0	36.2976799644149
SPP2A_HUMAN	2	1	2	3	1	3	1	1	2	2	1	1	63.9084295163618	36.0383629807699	76.5422897491795	122.964266986602	20.2683540881614	94.8511786999098	40.9653651277727	42.1634553341846	81.8827257382758	78.2559909242589	46.5190067395295	36.2976799644149
SPRC_HUMAN	31	15	25	15	95	28	39	32	28	75	44	76	990.580657503608	540.575444711549	956.778621864744	614.82133493301	1925.49363837533	885.277667865825	1597.64923998313	1349.23057069391	1146.35816033586	2934.59965965971	2046.8362965393	2758.62367729553
SPRE_HUMAN	3	4	1	2	6	1	2	3	2	1	1	1	95.8626442745427	144.15345192308	38.2711448745898	81.976177991068	121.610124528968	31.6170595666366	81.9307302555453	126.490366002554	81.8827257382758	39.1279954621294	46.5190067395295	36.2976799644149
SPRY7_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	31.9542147581809	0	0	0	0	0	0	0	0	0	0	0
SPS1_HUMAN	1	2	1	0	3	3	1	0	0	0	1	2	31.9542147581809	72.0767259615399	38.2711448745898	0	60.8050622644842	94.8511786999098	40.9653651277727	0	0	0	46.5190067395295	72.5953599288299
SPS2L_HUMAN	2	1	6	1	3	3	3	0	0	2	3	2	63.9084295163618	36.0383629807699	229.626869247539	40.988088995534	60.8050622644842	94.8511786999098	122.896095383318	0	0	78.2559909242589	139.557020218588	72.5953599288299
SPSY_HUMAN	3	6	2	3	9	2	2	2	1	3	1	1	95.8626442745427	216.23017788462	76.5422897491795	122.964266986602	182.415186793453	63.2341191332732	81.9307302555453	84.3269106683691	40.9413628691379	117.383986386388	46.5190067395295	36.2976799644149
SPT5H_HUMAN	1	0	0	1	0	0	0	0	0	0	0	0	31.9542147581809	0	0	40.988088995534	0	0	0	0	0	0	0	0
SPT6H_HUMAN	0	0	1	1	1	0	0	0	0	0	0	0	0	0	38.2711448745898	40.988088995534	20.2683540881614	0	0	0	0	0	0	0
SPTA1_HUMAN	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	42.1634553341846	0	39.1279954621294	0	0
SPTB2_HUMAN	8	53	37	50	66	63	39	37	39	11	18	21	255.633718065447	1910.03323798081	1416.03236035982	2049.4044497767	1337.71136981865	1991.87475269811	1597.64923998313	1560.04784736483	1596.71315189638	430.407950083424	837.342121311531	762.251279252714
SPTC1_HUMAN	1	0	0	0	0	1	0	0	1	1	0	0	31.9542147581809	0	0	0	0	31.6170595666366	0	0	40.9413628691379	39.1279954621294	0	0
SPTCS_HUMAN	0	1	1	1	1	1	0	1	0	0	0	1	0	36.0383629807699	38.2711448745898	40.988088995534	20.2683540881614	31.6170595666366	0	42.1634553341846	0	0	0	36.2976799644149
SPTN1_HUMAN	12	35	38	30	90	58	46	31	50	28	25	39	383.450577098171	1261.34270432695	1454.30350523441	1229.64266986602	1824.15186793453	1833.78945486492	1884.40679587754	1307.06711535972	2047.06814345689	1095.58387293962	1162.97516848824	1415.60951861218
SQRD_HUMAN	13	15	11	10	20	14	11	8	12	4	8	6	415.404791856352	540.575444711549	420.982593620487	409.88088995534	405.367081763228	442.638833932912	450.619016405499	337.307642673477	491.296354429655	156.511981848518	372.152053916236	217.78607978649
